url,title,play,user
/playlist?id=4894921552,节奏控福利（持续更新）,1514,Rainnnn丶
/playlist?id=3130926436,深蓝之夜｜迷途幻境般的空灵音拍,54061,FeverJ
/playlist?id=4880315324,游戏必备（我就是战神!),1447,心动的温度是三十八度
/playlist?id=4895971455,Disney Princess | 迪士尼公主之歌,51473,环球音乐国际部
/playlist?id=4883889100,糊图基地｜礼物,1418,_Naivete
/playlist?id=4925508193,精选珍藏歌曲，百听不厌～,1393,南音少年荼靡
/playlist?id=4879453483,哈莉奎茵:猛禽小队Birds of Prey顺序版插曲,53951,大野桑的小汤圆儿
/playlist?id=3217142375,Avicii纪念会完整歌单,1393,RealDirection
/playlist?id=3218871703,奏感倾斜,1342,许知音
/playlist?id=4931935293,「水果厂」可食用的清新电音 Ⅴ,48542,风也时常吟诵她
/playlist?id=3221938882,DB Bros Records Present,1309,赛斯塔奇拉
/playlist?id=3105127208,婚姻故事｜Marriage Story插曲,47794,CnZjY
/playlist?id=4914162511,林肯公园那些不要钱的歌,1506,LinkinPark资讯站
/playlist?id=3230096231,lukeer,1271,今儿不学习明儿变垃圾
/playlist?id=4888735126,Hercai(Orijinal Dizi Müzikle),1355,MEHREE
/playlist?id=3212392206,Pop Smoke，Tyga,1384,眼闭则花寂
/playlist?id=4891066072,会上瘾，易上头｜迷之旋律︒幻之嗓音,1267,Distlnctive
/playlist?id=3213752362,Progressive House | 轰炸脑髓的渐进之音,43594,Comiah_Yip
/playlist?id=4915785420,意大利阳台音乐会,1216,牙龈健康
/playlist?id=4860482314,《Hip-Hop Evolution》嘻哈正史BGM集,1191,Thugstyle杂货铺
/playlist?id=4920726140,旋律控必备&超好听的欧美歌曲,1191,AdeIina
/playlist?id=4879347886,太一2.23直播bgm,1149,制造浪漫_
/playlist?id=4893400743,『战歌』是时候C一把了,1153,北境鹰山仁
/playlist?id=3140164455,纯音乐v,1141,明晚的鹿L
/playlist?id=3140210379,消逝的洛依成.,39579,消逝的洛依成
/playlist?id=4890617591,尚九熙！上车啊！,1199,Meszan_
/playlist?id=3091042072,放刺特辑-88 | Future Garage,1204,网易电音品牌放刺FEVER
/playlist?id=4912609759,安宥真推荐歌单❤️,1103,91牌留声机
/playlist?id=4883493307,2020中考英语听力特训,1141,Regina-cc1
/playlist?id=4917994455,西部世界 第三季 Westworld S3,1103,FBOC
/playlist?id=3228187798,Ruby-S推荐电子音乐第二期,1031,RS_Club
/playlist?id=3183259284,碎梦姿态‖lo-fi HOUSE/lo-fi deep HOUSE,1132,Evephy-Z
/playlist?id=4899694960,DC「猛禽小队和哈莉·奎茵」OST,1044,密林斯派维的白日梦
/playlist?id=4908297761,『细腻男声』在你耳边的温柔男嗓,1023,我眼里没有彩虹
/playlist?id=2921298407,深沉婉转|赴一场坠入深海的旅行,35万,桑菲尔德L
/playlist?id=4899894744,人间三月，法语歌单,1006,PetitChatNoir
/playlist?id=3125783201,「放輕鬆 就當漫遊地球」,33598,Ceaoe
/playlist?id=3140793230,欧美 | 只有我自己能体会到的，伤害。,32057,欧美集
/playlist?id=4919185780,SexyBeauty,939,餅乾死掉了醬
/playlist?id=3184595274,和你在一起的日子 连空气都充满粉色的气泡,32万,樱桃味音乐
/playlist?id=4886532743,CSGO ESL&EPL 2020意外好听的中场歌单,1031,Milo想要好成绩
/playlist?id=4929750176,欧美|总有那么一首歌会让你怦然心动,1078,未开张玩具店小老板
/playlist?id=4884421924,闭月羞花 | Tropical House 自有清新淡雅,922,EaTing吖
/playlist?id=4887596814,【DIO承】,893,DIO承是真的
/playlist?id=4908539398,黑界/讨论专曲,910,五亓_
/playlist?id=2926186604,Synthwave | 复古浪潮 日落映着橘色的海,29万,-KooTo-
/playlist?id=4884221191,助眠必备｜拯救失眠的小孩,880,造梦使者鹿一
/playlist?id=4860619414,云蹦EDC ｜特别的2020情人节必备歌单,779,ElectricDaisyCarnival
/playlist?id=4912936099,二次元emo rap☆＜3,800,天才少女14岁
/playlist?id=4923727917,VOL.763 窝在床上听我们盘点音乐吧,788,禅大大
/playlist?id=3186137660,欧美丨花看半开 酒饮微醺,796,六元的糖-
/playlist?id=3071994939,曼达洛人 第一季  The Mandalorian,23308,VARERED
/playlist?id=4916431316,HIPHOP IS ART. 欧美说唱国度.,771,王藝博YB
/playlist?id=4858263636,飞车狂飙族ฅ( ̳• ◡ • ̳)ฅ,767,一米八五的阳光PDT
/playlist?id=4888193383,Taylor Swift,716,小霸王游戏机-
/playlist?id=2838986611,音乐剧《冥界》（Hadestown）,21443,莎士比亚书店
/playlist?id=4932084776,「副歌电音放飞自我」high舞专用歌单,733,空镜的回音0
/playlist?id=3102318465,与心跳共频的Techno精选,19万,曲库小护士
/playlist?id=4910292652,[Young-Nash]【美国维吾尔说唱歌手】,695,ablat-st
/playlist?id=4929232463,Feel Good | 迷醉伦敦 | 心向快乐,716,_仚_
/playlist?id=4894998849,每日一厂 ᶅᶘ Deep， Dark & Dangerous,632,黑刺_多里奥-波普
/playlist?id=4941481437,给碧梨首专带来灵感的歌,1582,Billie_Eilish梨梨
/playlist?id=3193920152,春节特辑·伴你归乡的新古典,17894,云音乐古典之声
/playlist?id=4887650257,Unti-romance,590,雲想寶
/playlist?id=3236272692,【腓特烈二世】长笛奏出的音乐梦,574,芃润夫斯基
/playlist?id=3163500330,新年抖腿计划：动感Funk，一起摇摆！,84万,BAEK-J
/playlist?id=4936858077,ゞ꯭͡✯手机铃声高潮版｜流行音乐✈,872,新疆Dj-Remex520
/playlist?id=3237071709,EMO各类型共三百支乐队代表,624,坏少的彩虹
/playlist?id=4913901999,【电音混燃向】Remix欧美歌曲混电音,544,麋鹿的黑先森
/playlist?id=4901099218,欧美HipHop 当下流行RAP,548,阿天不钓鱼
/playlist?id=4898407617,名校风暴第三季,523,美国z统侃爷韦斯特
/playlist?id=3083747511,【无耻之徒】Shameless一至十季BGM合辑,15740,ewqswj
/playlist?id=4911361923,致敬A神，艾维奇歌曲精选,519,你是我的那颗星星嗷
/playlist?id=4910428960,奥日2：精灵与萤火意志OST,515,sunnyhuma
/playlist?id=3215466795,防弹 X ？合作全收录,498,95号月亮-
/playlist?id=4875774391,a妹全专辑钢琴曲,477,ariana-del-rey
/playlist?id=4893228786,NCS - 游戏音乐精选 | 主播专用,485,NoCopyrightSounds
/playlist?id=3092162027,你一定会喜欢这个欧美歌单,14232,小攀哟
/playlist?id=4924299113,边路专属BGM,595,乔妹专属边路
/playlist?id=4891468996,半路枪手/腰间持枪 Guns Akimbo |电影原声,13619,channelBLONDED
/playlist?id=4890013314,驱散迷茫｜直击灵魂的50首欧美精曲,469,时光如水你好
/playlist?id=4898822626,你好，丹尼尔第一期BGM,448,一大口雪糕
/playlist?id=4921021773,【NCS】Hardstyle/Hardcore收录曲,443,Syn-CoIe
/playlist?id=4898445694,Kompany最新单曲与混音精选,452,KompanyMusic
/playlist?id=3222121283,肥鼠专属：TheFatRat Complete,12720,TheFatRat_Official
/playlist?id=4940515262,【EA7Ⅰ节奏控】,540,KSR丶FN
/playlist?id=4907097667,【欧美】电子音乐丨常见风格代表,401,AaronVicente_Official
/playlist?id=4902641747,【Youtube爆火】Katrina精选舞蹈金曲,380,Katrina-Kaif
/playlist?id=4897554119,无情易瞳,410,渡劫sama
/playlist?id=4927854999,[五维]处子之山⁵Fúsi,464,5d_of-pain
/playlist?id=4906223613,《漫游记》第十一集BGM（歌曲part）,368,scorpio-S78
/playlist?id=4931176732,玩游戏必备BGM,11036,叫我温老师
/playlist?id=4863151425,我的世界起床战争超燃歌曲（不定时更新）,393,三九老八
/playlist?id=4905779705,反向BASS 又弹又炸！,389,GOKI-枸杞组合
/playlist?id=2832842727,全网通用『关羽』砍人 推人,88480,网易音乐人木然
/playlist?id=4920116500,NCS - 精选Top100丨打动人心的史诗旋律,368,零零后电音收藏家没有宝藏
/playlist?id=4937754023,『燃烧困倦』提神必备 |疯狂刷新你的兴奋值,448,Alikc-uuuuuuu
/playlist?id=3214244069,I Lost My Body 我失去了身体,376,CharlotteJob
/playlist?id=4869837897,2011欧美音乐回顾,334,呆若木一
/playlist?id=4890698392,今天你运动了吗？,347,要自律的中年少女
/playlist?id=3223011183,2020全面抖腿指南，快进来康康,79298,NickyRomero
/playlist?id=4939301532,WWAFAWDWG INSPO,368,velskudzhang
/playlist?id=4883426529,《新西游记》表志勋的人生歌单,330,肥宅少女本人
/playlist?id=4915751028,【节奏控】盘点刷作业必备良曲〔英文版〕,313,Mr明川
/playlist?id=4911129142,人在牢中坐，歌从天上来,305,Lil-Babe
/playlist?id=3232070137,《神奇动物在哪里1＋2》,301,霍格沃兹公共音乐室
/playlist?id=4902104231,V神精选 高能预警,330,Em_Jhao
/playlist?id=3216108507,良医 The Good Doctor 第三季【更新中】,334,养只小澜喵
/playlist?id=4924723995,小众响指风丨跟着节奏沉迷音乐世界,8562,时崎仲冬二二
/playlist?id=4927185555,鸭箱底的好电音,317,我想吃小鱼干啊
/playlist?id=4918436178,纯英文/杂 偏小众 神爱世人,305,Miiiuss
/playlist?id=4891092349,AO3 2.29 Forever Archive of Our Own,250,AlbertWeyn
/playlist?id=3087257711,【GTA5】电台《明镜公园之音》,7667,洛圣都交通LST
/playlist?id=4940074003,盖·里奇 | 绅士们 The Gentlemen,385,辰星晓Reginamoon
/playlist?id=4897763411,s1mple直播歌单,250,Sedhm3t
/playlist?id=4938305159,Amplify：Women's History Month,263,Joyoungster
/playlist?id=4920994991,『电音』王绎龙听了后直呼内行,246,花式抖腿世界锦标14届大满贯冠军
/playlist?id=4934013576,王者五杀必备,254,Anotherzyl
/playlist?id=3180520456,Alan Walker【不定时更新】,7222,无所谓的世界_攀狼Sir
/playlist?id=3226336724,春日限定☆星辰大海里闪闪发光的宝藏,23万,樱桃味音乐
/playlist?id=4896225174,San Holo,271,万事胜意_-_
/playlist?id=4935160896,听了能让耳朵怀孕的英文歌曲,259,人民路_彭于晏
/playlist?id=4891713298,有一种精神叫曼巴精神,225,网易文案馆
/playlist?id=3238222269,「电音」好听欧美女声精选 50首,6937,SlimFey
/playlist?id=4930263039,极致诱惑.,233,斩决_
/playlist?id=4942446605,拽人的情书,322,喂喂伪伪
/playlist?id=4901432624,【炸BOOM】,208,S9c4e
/playlist?id=4875733973,十字军之王2/王国风云2/Crusader Kings II,204,经济模拟器
/playlist?id=4907892903,喜歡的歌要靜靜聽,217,_藤原拖孩
/playlist?id=4894491174,Rich Brian七哥（网恋选他！）,204,XXXX1234567890123456789
/playlist?id=4900192346,【Ashnikko】伦敦嘻哈摇滚女孩,229,一Coraline
/playlist?id=4885184859,BOSE 2020最新歌曲,187,脸黑的男神
/playlist?id=4904364636,洗脑➕摇摆 那些欧美rapper的代表作,191,YoungJodye
/playlist?id=4904982181,宝藏歌单<欧美歌，电音歌>来了不后悔系列,183,M-林欣晗
/playlist?id=3228104259,拾叁先生推荐提高抵抗力战胜疫情歌单,5328,SIRTEEN_Beijing
/playlist?id=4931836867,开口直接俘获耳朵的女声/ 持续更新,172,香草冰激凌沙拉
/playlist?id=4858840221,2019年度DJ播放次数最高曲目TOP40,5084,soAoAyEDM
/playlist?id=4885441817,高考推迟、战歌不止！2020.7.7冲！,5156,风轻轻飘随你笑
/playlist?id=3102272704,浩室音乐集，回溯灵魂深处,14万,曲库小护士
/playlist?id=4891351479,Finding Hope,163,屿宙不是宇宙
/playlist?id=4931115995,欧美电音：提神醒脑的神器,173,A7iMusic
/playlist?id=3224801506,人 声 采 样 - 「持更」,4887,帳號已註銷_
/playlist?id=3225276060,Bob Marley与雷鬼乐进化,31427,环球音乐国际部
/playlist?id=3224375889,硬汉柔情｜徜徉于耳际的乡村情调,31183,Rhaast
/playlist?id=4890267400,CalaverasVacant Lines,175,Better_free
/playlist?id=4928899143,[电音入坑.走路带风],150,曲少臣
/playlist?id=4921617398,Kodak Black,168,pexs_ddd
/playlist?id=4919992171,宝藏欧美+电子,150,账号已注销去中考
/playlist?id=4923276902,你也会累，对不对?,150,张佳慈
/playlist?id=4912783579,钢琴伴奏| 戳爷钢琴伴奏【合集】,161,沐长安v
/playlist?id=3083666555,Lauv x LANY,26706,Lauv
/playlist?id=4899227795,【SF9】李达渊推荐（持更）,145,Aug_8xxxZ
/playlist?id=4872674762,胡宾果Bingo女艺术家微博BGM,154,潛水到海底兩萬里
/playlist?id=4941819759,bbrightvc,175,张起灵好想和吴邪睡觉
/playlist?id=3104368606,【滚石杂志】2010年代最佳100单曲,24577,TRIPHOPP
/playlist?id=3198786847,Xing教育第二季 英剧SEⅩ education 2,24560,CnZjY
/playlist?id=4904478645,甜甜的纯音乐❤️,136,_沐梓希-
/playlist?id=4940748153,打游戏必备,163,_长安RE
/playlist?id=4901396583,Jagjaguwar！,134,旋转_卡壳
/playlist?id=3102266233,全世界逼你长大 迪士尼守护你内心童话,22838,云音乐VIP
/playlist?id=4864591727,Jason Todd,136,熬夜修仙法力无边
/playlist?id=4872862966,良医（The good doctor）插曲合辑,136,AnLing447
/playlist?id=4897701762,当下潮流,137,Kyrie透
/playlist?id=4917547289,打游戏必备（细细品味）,132,倔强射手座
/playlist?id=3235563880,格莱美2020最佳流行 Lizzo,3295,山东-老刘
/playlist?id=4939837387,电音 | 经典50首,134,walker-46794
/playlist?id=4929444829,橙光游戏《太受欢迎了》BGM,139,是渡边君呐cg
/playlist?id=4919894168,猜歌星球歌单（持续更新,125,Panny-0211
/playlist?id=4930665185,蹦迪良曲，时代在召唤,119,MNIATUTO
/playlist?id=4904279838,B站不会剪辑的果子君剪辑所用BGM～实时更新,119,Tsorania
/playlist?id=4912206968,TYBRIDtakeover,119,TYNAN_Official
/playlist?id=4924605317,语文英语拖堂提神醒脑必备,121,Huntokurr
/playlist?id=4885847926,FRENCHCORE 法核 2020⚡全年收录,2917,PROMISE_EDM
/playlist?id=4931280796,Future House 铁桶弹性EDM,114,FUTURE-TJR
/playlist?id=4883882640,SN'SUKI 2020年 4月门店歌单,154,Ricky141025
/playlist?id=4861277686,小王子 | 费元洪·一听就懂的音乐剧,112,中读鸭
/playlist?id=3186165164,叮咚！你的冬日限定份阳光请查收,43万,羊羊小毛衣
/playlist?id=4911402278,韩综 Heart Signal 3 ep01 BGM,116,从韩综里捡歌
/playlist?id=4901881896,〖Troye Sivan】歌曲钢琴版全集,107,煮金刚cookingkong
/playlist?id=3101265037,伴着聚光灯，踏入音乐剧的世界【音乐剧】,14513,云音乐古典之声
/playlist?id=4926361988,温温柔柔的女生就要听温温柔柔的歌,107,你的全国小甜饼
/playlist?id=4913508063,【厂牌】Blockhead Recordings,107,ChrisLorenzo天下第一吹
/playlist?id=4913295877,渐进迷魂曲||Progressive Psy Trance,112,凉透延期的Bipolar_Silence
/playlist?id=4935038415,你缺的只是一个合适的节奏,132,Clearlove1026
/playlist?id=4920967839,虎牙十六直播歌单,103,Yuhanp16
/playlist?id=4894700667,TheFatRat: Bass x 管弦乐的电子味激烈碰撞,11804,TheFatRat_Official
/playlist?id=4935752315,韩综Heart Singal 3 bgm（持更）,101,我待面包如初恋
/playlist?id=4904788171,《绝地枪神》可安利歌单【实时更新单曲】,96,啵啵虎丫丫
/playlist?id=4861494518,绅士们 / The Gentlemen | 电影原声,13249,channelBLONDED
/playlist?id=4917597853,打球必备歌单‖持续更新,91,微风不燥love包头
/playlist?id=4936031118,夜行电台 归家/作业向,98,夜行抹茶
/playlist?id=4909693757,大壮视频专用唯美清新电子,92,我爱壮壮IMskye
/playlist?id=3216881902,「新」滚石杂志:史上最伟大的500首歌曲,9814,流亡大街
/playlist?id=3213664651,Metro Boomin往上摸你哥！,1716,TrapTV
/playlist?id=4926056119,『欧美精选』你离成功就差一首EDM,85,D2rling
/playlist?id=4938007713,Audimus Records | 电子厂牌,87,寒暄Araincloud
/playlist?id=4871309430,【优质安静】适合一个人听的歌单,1699,xxxyn__
/playlist?id=4927487800,YELLOW CLAW 直播 3.21 (LIVE FROM BALI),87,edcdedc
/playlist?id=4933531630,Cloud Rap丨云雾缭绕，Lo-fi丧生,85,Inferii_Official
/playlist?id=4887738587,夏日心动 | 内心深处最柔软的美好,1594,与银河对视
/playlist?id=3130749033,2010年代最具代表性的50首电音,8680,welphenEDM
/playlist?id=4939476644,「电音」『欧美』火爆电音嗨起来,118,CONIMLY
/playlist?id=4940149425,床 头 蹦 迪,101,今天我也不是很开心
/playlist?id=4894715514,应许之夜。,82,塞特兰戈洛
/playlist?id=4931523809,【冷门女声收集】,83,白TalK-A
/playlist?id=4863381494,Main Stage FEB,1435,没竹子的熊猫呀
/playlist?id=3235666348,家庭暴力/家暴/悲惨的童年安慰共鸣歌完整版,1577,RachelGardner瑞吉儿加德纳Angel
/playlist?id=4887921479,【BUFF加满】银河系终极电竞Mix,1430,TrapNation_Official
/playlist?id=4915557928,历年格莱美最佳另类专辑提名名单,76,paper猹
/playlist?id=4863736193,˜”*°• 1̴0̴0̴%̴ ᴄʜᴇʀʀʏ ꜰʟᴀᴠᴏʀ •°*”˜,1367,Joceah
/playlist?id=3087648191,【GTA5】电台《洛圣都摇滚台》,7193,洛圣都交通LST
/playlist?id=3095964867,电影《利刃出鞘》 Knives out影视原声,23338,CnZjY
/playlist?id=4882238181,月色朦朦胧胧，你比月亮还温柔,6601,puppy的士高
/playlist?id=3045779826,复古电子｜穿越到80s的迪斯科舞厅,22073,Rhaast
/playlist?id=4875546461,【EMO RAP】情绪说唱✘忧郁孤独,6496,SlimFey
/playlist?id=4919483550,Vol.151 - 世界之间·科幻特辑,73,后花园BACKYARD
/playlist?id=4927966471,Hardstyle音乐资讯,69,Hardstyle音乐资讯
/playlist?id=4932663295,当女声完美融入电音,74,Obidala
/playlist?id=3140741810,欧美 | 总之岁月漫长 然而值得等待,6143,欧美集
/playlist?id=4884930414,我的天才女友 第1＆2季 L'amica geniale,1162,Todayisnotsobad
/playlist?id=4903362266,星星向晚 ‖ 超嗨电音,69,叶小晚_
/playlist?id=3229260857,【女声电音】空谷幽兰，酥软人心,5803,Comiah_Yip
/playlist?id=4929986367,- 动 感 车 载 音 乐 -,69,从今天开始住在网易-
/playlist?id=3113892632,Lauv x No Rome,17689,Lauv
/playlist?id=3167808636,「水果厂」可食用的清新电音Ⅲ,5416,风也时常吟诵她
/playlist?id=4868626069,别听了，你真的顶不住^ _ ^,85,低调理科生
/playlist?id=3174190522,2020年维也纳新年音乐会,5072,莎士比亚书店
/playlist?id=4933246353,性格如此,64,Vvvisual
/playlist?id=4907304276,Nicki Minaj精选：饶舌女王的蜕变,56,你的Lover才艺哥
/playlist?id=4868548496,线上HIPHOP CLUB在线营业,737,说唱HIPHOP
/playlist?id=3215543255,【Alper egri】【Serdar Ortaç】,3774,NurFefe-official
/playlist?id=3173216380,电影 极速车王 Ford v. Ferrari影视原声,19847,CnZjY
/playlist?id=4879964594,【美剧】良医插曲 BGM 第三季,519,安生麦加-
/playlist?id=4912307616,Netflix西剧 | 名校风暴第三季/Elite/Élite,6895,channelBLONDED
/playlist?id=4896325376,每日一厂 ᶅᶘ KWAIOTO Records,427,黑刺_多里奥-波普
/playlist?id=4933406638,欧美篇|静静聆听美好,42,MusicalNews
/playlist?id=3224195305,Monstercat - 举铁 | 力量训练时的最佳BGM,414,Monstercat
/playlist?id=3190992443,第92届奥斯卡提名电影名单,49万,楼船夜雪天
/playlist?id=4887989312,私藏推荐 | 30张专辑陪你度过漫长假期,397,鱼骨与飞鸟集
/playlist?id=4938965056,RYM - Sonemic Selects: Pastoral Spring,42,DAS_Anac
/playlist?id=4918841443,《漫游记》第十二集BGM（歌曲+纯音乐）,334,scorpio-S78
/playlist?id=4903197167,【剪辑必备】各种适合剪辑的BGM,37,Yoi2333
/playlist?id=3087795513,【GTA5】电台《西海岸经典》,4673,洛圣都交通LST
/playlist?id=4882587449,2019年度最热新歌,1556,风轻轻飘随你笑
/playlist?id=4873139711,【优质助眠】深夜入眠,1493,xxxyn__
/playlist?id=3064104603,【VIP会员专享】这些歌✔值得让你买黑胶,38万,幽情花儿开
/playlist?id=4916771560,Future Bounce | 反地心叩弹音律,238,烈雨
/playlist?id=4924730133,欧美小调｜我的人生如此绚烂 因为你和春天,3963,云音乐VIP
/playlist?id=4910165186,凯尔特│中古欧洲民谣,35,侑子很芒
/playlist?id=4935415706,LO-FI | 令人着迷的意识流电子,212,Kesha_EDM
/playlist?id=3181779418,我是一座安静的孤岛，亦是一座喷发的火山,33万,NickyRomero
/playlist?id=3233768043,Lil Peep,3194,puppy的士高
/playlist?id=4880089352,NME:史上最佳500首歌曲,3039,流亡大街
/playlist?id=4892981220,【2018最强Trap混音】Throw Back to 2018,1061,TrapNation_Official
/playlist?id=4868228584,清新电子｜氤氲弥漫的薄荷之息,5391,Rhaast
/playlist?id=2958667686,云音乐热歌榜,27万,柯迪基柯
/playlist?id=2932616940,宇宙漫步 | 来自梦境的晚安浪漫,25万,Junopple
/playlist?id=4925853668,『抒情 | 丧 | Emo 说唱伴奏 Rap Beat』,132,_WayMen_
/playlist?id=4905076062,文学艺术❤️,121,霍格沃兹公共音乐室
/playlist?id=4897152020,2013欧美音乐回顾,119,呆若木一
/playlist?id=4875057255,榜单杀神DaBaby,523,TrapTV
/playlist?id=3238237359,教宗的承继/The Two Popes|电影原声OST合辑,3165,channelBLONDED
/playlist?id=4912371114,名校风暴 第三季 Élite: Season 3,511,Todayisnotsobad
/playlist?id=4921668335,甜蜜向丨歌里的糖分你一半,18万,欧美音乐杂货铺
/playlist?id=4938707494,【厂牌】Sub_Urban,107,ChrisLorenzo天下第一吹
/playlist?id=4903163100,花木兰：书写忠勇真的女性传奇,443,楼船夜雪天
/playlist?id=3188480003,你是我在深渊中唯一的温柔,18万,囍同先生
/playlist?id=4936809739,ゞ꯭͡✯抖音快手各类超火歌曲｜持续更新中 ✈,94,新疆Dj-Remex520
/playlist?id=4889756711,良医第二季歌单【倔强的麻雀】,105,AI356021
/playlist?id=4942632016,Amplify: WHM 女性历史月歌单,107,TaylorSwiftUpdates
/playlist?id=4889558328,摇滚红与黑 | 费元洪·一听就懂的音乐剧,89,中读鸭
/playlist?id=4918071331,每日一厂 ᶅᶘ MethLab Recordings,351,黑刺_多里奥-波普
/playlist?id=4933070809,Onward 二分之一的魔法,92,CharlotteJob
/playlist?id=2895044260,【Skam】挪威版第三季BGM,15万,奇怪的猫先生
/playlist?id=4878946613,NME:史上最佳500张专辑,1913,流亡大街
/playlist?id=4920047730,《漫游记》第十二集BGM（歌曲part）,280,scorpio-S78
/playlist?id=3086599778,网易云评论最多英文TOP50,14万,蚕豆音乐娘
/playlist?id=4873960066,【轻盈Lofi】Lost Fiction Takes Over,826,TrapNation_Official
/playlist?id=4929464603,[Martin Garrix] 3月21日活动歌单,76,曲少臣
/playlist?id=3083860906,黑胶VIP专享，史无前例的好听哦。,14万,良人眷属
/playlist?id=4902012178,Spinnin' Records听觉盛宴,74,Em_Jhao
/playlist?id=4865831410,Hype FEB,191,没竹子的熊猫呀
/playlist?id=4941239026,Clairo's Top Picks,217,ClairoToday
/playlist?id=3183280726,网易云：不要忘记还有我,94087,死于街头暗处
/playlist?id=4925177228,你好，丹尼尔第三期BGM,60,一大口雪糕
/playlist?id=2798340228,持续更新：QQ飞车背景音乐收录,86858,小攀哟
/playlist?id=4865514565,爱玛 / Emma | 电影原声OST/艾玛,1527,channelBLONDED
/playlist?id=3010360929,『出神舞曲精选30首』电子与清新旋律的交融,83515,OnderdeAurora_极光之下
/playlist?id=2855959375,tiktok国际版,83557,gioanna
/playlist?id=4906210000,《漫游记》第十一集BGM（歌曲+纯音乐）,254,scorpio-S78
/playlist?id=3085698805,EA7 music请戴耳机食用,80340,AJIMUSTANG
/playlist?id=4885621440,Pitchfork Sunday Reviews,1023,流亡大街
/playlist?id=3138130785,失乐后摇独行的向往,74741,囍同先生
/playlist?id=2769066533,Hazbin Hotel/地狱客栈 粉丝手书曲合集,74363,废弃谷倉io
/playlist?id=3102920899,了不起的麦瑟尔夫人 第三季,72016,VARERED
/playlist?id=4880185072,喋血战士/Bloodshot |电影原声OST/范迪塞尔,1246,channelBLONDED
/playlist?id=4884483911,『R&B』旋律/洗脑/酒吧/Club,60697,Keyy_sky
/playlist?id=4908714076,情绪催化剂‖后摇是你我无声的梦,55438,英格兰的童话
/playlist?id=3094484910,三魅影歌单（原卡顺序版）,43023,徐妙心
/playlist?id=3195646734,Trap丨不客观毒性幻觉单,42112,Pomegranatea
/playlist?id=3046258994,Modern Love摩登爱情,39277,angelaenchilada
/playlist?id=4893936425,《漫游记》第十集BGM（歌曲+纯音乐）,159,scorpio-S78
/playlist?id=4912789698,你好，丹尼尔第二期BGM,58,一大口雪糕
/playlist?id=3218030959,孙圳翰,38218,道一句晚安吧_ab
/playlist?id=3035006308,Titanic: The Musical泰坦尼克号 音乐剧,37580,今天LesMis来我国了吗
/playlist?id=3143811297,2019年度个人单曲十佳,35576,独行的棕鹿
/playlist?id=3226596849,「欧美嘻哈」Flexing大佬们带你随时起飞,34182,-Pony_Boi-
/playlist?id=3226626481,「复古经典」东西海岸的OG们,31998,-Pony_Boi-
/playlist?id=3183748454,Be your self┃海底两万里,29617,囍同先生
/playlist?id=3183777321,Life is a struggle┃黑色素,29268,囍同先生
/playlist?id=4895583045,不如做自己的宇宙,24467,梵高_sir
/playlist?id=3111915854,Juice WRLD 999,24392,feisihnglaai
/playlist?id=3227551215,Rap blood/嘻哈说唱,23753,龙心Kristina
/playlist?id=3005611033,超超超超级酷的女孩呀♡,22535,婧錒婧
/playlist?id=3137652895,ET外星人街舞,20049,Ckeiiiii
/playlist?id=3087573981,网易云评论最多的英文歌TOP50 av76636687,19768,AsunaIove
/playlist?id=4880045539,2019百大DJ年度集曲,19822,你是我的那颗星星嗷
/playlist?id=3143932206,2019年度个人电子十佳,17588,独行的棕鹿
/playlist?id=3112097645,Pitchfork 2019最佳100首单曲,17252,Louis-Tomlinson-
/playlist?id=4871572374,龙大私人曲库推荐,16739,龙大将你军
/playlist?id=4898107611,Borgore专属歌单,16445,Borgore_Official
/playlist?id=3195589795,Emo Rap丨午夜情绪小剧场,15820,Pomegranatea
/playlist?id=3231446644,「欧美嘻哈」迅速崛起的超新星们,14887,-Pony_Boi-
/playlist?id=3226628343,「EMO」无人深夜中无处宣泄的情绪,13581,-Pony_Boi-
/playlist?id=2924176422,super simple songs200首英语启蒙儿歌精选,13186,Last_flowers
/playlist?id=4881447491,Breathe Carolina：我们最爱的音乐,12695,BreatheCarolinaOfficial
/playlist?id=4901937982,EDM风暴 炸入骨髓,28,Em_Jhao
/playlist?id=4899042746,痛苦与荣耀/Dolor y gloria | 电影原声/BGM,130,channelBLONDED
/playlist?id=2957380494,Pr高光时刻剪辑专用BGM（1）,12556,Bilibili_一只天上的大萝卜
/playlist?id=3235993041,按摩耳朵舔,12401,稀里糊涂的1908
/playlist?id=3236461907,Ookay：我最爱的混音合集,11418,Ookay
/playlist?id=4913615273,歌手·当打之年第六期,11153,小森呀呀丶
/playlist?id=4887132558,是神罚Music,10767,是罚哥
/playlist?id=3226674262,Skins/英剧,10309,龙心Kristina
/playlist?id=3128801056,游戏十大战歌,10082,丧夜_GLev
/playlist?id=3229409507,史上最科学的抗焦虑歌单,9902,raink
/playlist?id=3214794715,最全收录♪格莱美2020最新获奖及提名精选,8873,首席故事官upman
/playlist?id=3104995874,Justin Bieber｜10000 hours,8696,因为星星会闪吖_
/playlist?id=3215532061,What can i say Mamba out 致黑曼巴科比,7407,L海海-
/playlist?id=4918877560,Butterfly（异度侵入.fgo魔兽战线）,7285,这个世界很难受
/playlist?id=3061157154,英语听力合集（关爱日推 慎入！！！）,7239,Gryffindor_柚砸
/playlist?id=3227006319,Nicholas Hoult || 影视作品音乐合集,7105,龙心Kristina
